date,category,units_sold,revenue
2025-02-21,Office Supplies,2424,75806.18
2025-02-21,Shipping,1019,38764.71
2025-02-21,Technology,405,106663.08
2025-02-22,Breakroom,986,19426.5
2025-02-22,Furniture,250,148679.71
2025-02-22,Office Supplies,1419,44902.66
2025-02-22,Shipping,567,22175.4
2025-02-22,Technology,223,63006.299999999996
2025-02-23,Breakroom,1005,20951.96
2025-02-23,Furniture,259,158988.26
2025-02-23,Office Supplies,1438,45229.26
2025-02-23,Shipping,580,22534.62
2025-02-23,Technology,251,68590.29
2025-02-24,Breakroom,1550,32196.12
2025-02-24,Furniture,474,267208.51
2025-02-24,Office Supplies,2487,76524.21
2025-02-24,Shipping,1037,40331.64
2025-02-24,Technology,411,133572.81
2025-02-25,Breakroom,1605,31901.99
2025-02-25,Furniture,476,275636.24
2025-02-25,Office Supplies,2339,74422.5
2025-02-25,Shipping,1042,38558.84
2025-02-25,Technology,411,116684.44
2025-02-26,Breakroom,1550,31376.21
2025-02-26,Furniture,437,257162.65
2025-02-26,Office Supplies,2401,75301.57
2025-02-26,Shipping,1062,42176.7
2025-02-26,Technology,417,110133.06999999999
2025-02-27,Breakroom,1568,32016.18
2025-02-27,Furniture,486,291432.18
2025-02-27,Office Supplies,2446,76155.43
2025-02-27,Shipping,943,35628.12
2025-02-27,Technology,471,124764.78
2025-02-28,Breakroom,1607,31731.5
2025-02-28,Furniture,477,276028.23
2025-02-28,Office Supplies,2464,78933.85
2025-02-28,Shipping,985,39213.04
2025-02-28,Technology,413,122136.12
2025-03-01,Breakroom,938,19212.63
2025-03-01,Furniture,263,156201.45
2025-03-01,Office Supplies,1437,44547.26
2025-03-01,Shipping,610,22666.62
2025-03-01,Technology,236,69609.20999999999
2025-03-02,Breakroom,968,19794.88
2025-03-02,Furniture,249,143455.49
2025-03-02,Office Supplies,1508,47394.02
2025-03-02,Shipping,623,23480.14
2025-03-02,Technology,251,59439.44
2025-03-03,Breakroom,1612,31988.16
2025-03-03,Furniture,506,300640.44
2025-03-03,Office Supplies,2488,79889.46
2025-03-03,Shipping,1014,39172.159999999996
2025-03-03,Technology,423,111961.43
2025-03-04,Breakroom,1535,30292.86
2025-03-04,Furniture,486,283885.68
2025-03-04,Office Supplies,2378,75087.59
2025-03-04,Shipping,1068,41643.68
2025-03-04,Technology,439,125867.36
2025-03-05,Breakroom,1634,32373.35
2025-03-05,Furniture,462,258686.45
2025-03-05,Office Supplies,2408,75489.89
2025-03-05,Shipping,1034,38851.26
2025-03-05,Technology,455,134618.06
2025-03-06,Breakroom,1551,31627.88
2025-03-06,Furniture,468,266835.12
2025-03-06,Office Supplies,2340,74768.31999999999
2025-03-06,Shipping,1094,40748.2
2025-03-06,Technology,473,135535.49
2025-03-07,Breakroom,1600,31289.9
2025-03-07,Furniture,486,284928.27
2025-03-07,Office Supplies,2461,80073.36
2025-03-07,Shipping,991,39738.46
2025-03-07,Technology,424,133321.33
2025-03-08,Breakroom,930,18252.98
2025-03-08,Furniture,271,155298.41
2025-03-08,Office Supplies,1506,47655.83
2025-03-08,Shipping,549,20988.68
2025-03-08,Technology,254,71751.34
2025-03-09,Breakroom,992,19942.23
2025-03-09,Furniture,278,159604.22
2025-03-09,Office Supplies,1467,45663.74
2025-03-09,Shipping,617,23077.52
2025-03-09,Technology,228,59188.76
2025-03-10,Breakroom,1702,34135.56
2025-03-10,Furniture,473,274685.45
2025-03-10,Office Supplies,2403,75139.83
2025-03-10,Shipping,1078,41301.21
2025-03-10,Technology,439,131525.38999999998
2025-03-11,Breakroom,1575,31919.07
2025-03-11,Furniture,476,282146.08999999997
2025-03-11,Office Supplies,2477,77839.6
2025-03-11,Shipping,1010,39613.27
2025-03-11,Technology,435,117132.4
2025-03-12,Breakroom,1554,31052.03
2025-03-12,Furniture,477,273055.02
2025-03-12,Office Supplies,2445,77290.01
2025-03-12,Shipping,972,36681.229999999996
2025-03-12,Technology,437,117210.64
2025-03-13,Breakroom,1611,32507.64
2025-03-13,Furniture,456,268476.82
2025-03-13,Office Supplies,2589,81328.34
2025-03-13,Shipping,1028,39042.44
2025-03-13,Technology,460,128521.45999999999
2025-03-14,Breakroom,1682,34135.84
2025-03-14,Furniture,469,267130.88
2025-03-14,Office Supplies,2447,77176.21
2025-03-14,Shipping,1009,39292.68
2025-03-14,Technology,422,114311.56999999999
2025-03-15,Breakroom,974,19107.86
2025-03-15,Furniture,264,157490.74
2025-03-15,Office Supplies,1446,46035.49
2025-03-15,Shipping,590,21728.75
2025-03-15,Technology,272,74162.84999999999
2025-03-16,Breakroom,937,19310.43
2025-03-16,Furniture,267,148800.08
2025-03-16,Office Supplies,1467,46669.94
2025-03-16,Shipping,588,23093.56
2025-03-16,Technology,234,72731.87
2025-03-17,Breakroom,1634,32438.920000000002
2025-03-17,Furniture,460,270310.92
2025-03-17,Office Supplies,2432,76858.88
2025-03-17,Shipping,1036,39284.68
2025-03-17,Technology,431,131064.6
2025-03-18,Breakroom,1556,31666.14
2025-03-18,Furniture,453,267732.87
2025-03-18,Office Supplies,2295,72839.16
2025-03-18,Shipping,1032,41119.54
2025-03-18,Technology,410,125911.94
2025-03-19,Breakroom,1628,32797.69
2025-03-19,Furniture,490,285147.82
2025-03-19,Office Supplies,2335,73327.82
2025-03-19,Shipping,1055,39647.26
2025-03-19,Technology,408,115035.91
2025-03-20,Breakroom,1602,33009.74
2025-03-20,Furniture,456,269544.36
2025-03-20,Office Supplies,2347,74358.24
2025-03-20,Shipping,997,39134.95
2025-03-20,Technology,425,112857.31
2025-03-21,Breakroom,1624,32790.270000000004
2025-03-21,Furniture,467,266468.56
2025-03-21,Office Supplies,2496,79212.44
2025-03-21,Shipping,1022,39115.43
2025-03-21,Technology,420,117849.90000000001
2025-03-22,Breakroom,1001,20451.15
2025-03-22,Furniture,261,152006.36
2025-03-22,Office Supplies,1444,44624.38
2025-03-22,Shipping,611,22865.62
2025-03-22,Technology,251,60640.979999999996
2025-03-23,Breakroom,990,20129.98
2025-03-23,Furniture,264,159904.19
2025-03-23,Office Supplies,1481,47108.37
2025-03-23,Shipping,650,24579.57
2025-03-23,Technology,212,63235.78
2025-03-24,Breakroom,1564,30615.38
2025-03-24,Furniture,463,276366.41
2025-03-24,Office Supplies,2408,76584.3
2025-03-24,Shipping,1023,38515.68
2025-03-24,Technology,437,133131.01
2025-03-25,Breakroom,1660,33300.27
2025-03-25,Furniture,476,274078.82
2025-03-25,Office Supplies,2473,79082.28
2025-03-25,Shipping,978,38956.37
2025-03-25,Technology,425,119978.79
2025-03-26,Breakroom,1627,31832.71
2025-03-26,Furniture,484,277568.26
2025-03-26,Office Supplies,2508,77513.09
2025-03-26,Shipping,1061,42105.63
2025-03-26,Technology,439,137668.75
2025-03-27,Breakroom,1580,32512.21
2025-03-27,Furniture,463,267979.17
2025-03-27,Office Supplies,2480,78708.08
2025-03-27,Shipping,1045,39545.59
2025-03-27,Technology,451,127257.73
2025-03-28,Breakroom,1637,32705.32
2025-03-28,Furniture,467,274610.05
2025-03-28,Office Supplies,2378,75983.5
2025-03-28,Shipping,1006,37910.81
2025-03-28,Technology,411,119826.78
2025-03-29,Breakroom,975,19255.87
2025-03-29,Furniture,261,151235.03
2025-03-29,Office Supplies,1402,43656.69
2025-03-29,Shipping,585,23182.11
2025-03-29,Technology,239,66678.17
2025-03-30,Breakroom,942,18492.77
2025-03-30,Furniture,281,162437.31
2025-03-30,Office Supplies,1465,47866.53
2025-03-30,Shipping,615,24017.31
2025-03-30,Technology,227,74101.49
2025-03-31,Breakroom,1626,32740.88
2025-03-31,Furniture,461,264924.27
2025-03-31,Office Supplies,2445,77331.38
2025-03-31,Shipping,1110,43572.85
2025-03-31,Technology,428,127930.36
2025-04-01,Breakroom,2321,47576.15
2025-04-01,Furniture,684,401131.22
2025-04-01,Office Supplies,3575,112309.74
2025-04-01,Shipping,1323,49717.69
2025-04-01,Technology,649,208861.84
2025-04-02,Breakroom,2293,48157.75
2025-04-02,Furniture,677,386128.45
2025-04-02,Office Supplies,3619,113390.25
2025-04-02,Shipping,1453,57125.45
2025-04-02,Technology,650,199726.16
2025-04-03,Breakroom,2415,49060.8
2025-04-03,Furniture,693,416033.51
2025-04-03,Office Supplies,3357,105941.71
2025-04-03,Shipping,1421,56634.57
2025-04-03,Technology,615,189128.82
2025-04-04,Breakroom,2340,48699.49
2025-04-04,Furniture,714,416466.02999999997
2025-04-04,Office Supplies,3373,106386.65
2025-04-04,Shipping,1391,56943.840000000004
2025-04-04,Technology,660,189901.83
2025-04-05,Breakroom,1476,29917.27
2025-04-05,Furniture,426,247685.06
2025-04-05,Office Supplies,2116,66858.42
2025-04-05,Shipping,902,34274.02
2025-04-05,Technology,369,106969.31
2025-04-06,Breakroom,1357,27816.66
2025-04-06,Furniture,363,208394.31
2025-04-06,Office Supplies,2020,64695.31
2025-04-06,Shipping,937,34655.55
2025-04-06,Technology,354,92384.31999999999
2025-04-07,Breakroom,2274,44561.02
2025-04-07,Furniture,742,414447.09
2025-04-07,Office Supplies,3607,112660.49
2025-04-07,Shipping,1550,60542.07
2025-04-07,Technology,673,191599.13999999998
2025-04-08,Breakroom,2469,49468.13
2025-04-08,Furniture,710,417661.72
2025-04-08,Office Supplies,3637,114448.89
2025-04-08,Shipping,1367,52457.33
2025-04-08,Technology,585,185458.76
2025-04-09,Breakroom,2349,46515.24
2025-04-09,Furniture,687,410900.13
2025-04-09,Office Supplies,3458,111469.74
2025-04-09,Shipping,1503,56440.41
2025-04-09,Technology,630,197198.33
2025-04-10,Breakroom,2312,46839.15
2025-04-10,Furniture,695,395812.41
2025-04-10,Office Supplies,3523,115571.22
2025-04-10,Shipping,1491,56342.59
2025-04-10,Technology,560,166650.44
2025-04-11,Breakroom,2220,44892.42
2025-04-11,Furniture,683,392935.5
2025-04-11,Office Supplies,3594,111244.11
2025-04-11,Shipping,1512,60891.49
2025-04-11,Technology,646,194569.31
2025-04-12,Breakroom,1383,27762.25
2025-04-12,Furniture,424,237758.01
2025-04-12,Office Supplies,1964,61019.35
2025-04-12,Shipping,851,30211.06
2025-04-12,Technology,350,103762.92
2025-04-13,Breakroom,1382,28052.579999999998
2025-04-13,Furniture,399,233862.97
2025-04-13,Office Supplies,2052,64527.13
2025-04-13,Shipping,896,33603.979999999996
2025-04-13,Technology,353,92449.3
2025-04-14,Breakroom,2214,44416.07
2025-04-14,Furniture,689,395247.66000000003
2025-04-14,Office Supplies,3600,111796.34
2025-04-14,Shipping,1531,60100.0
2025-04-14,Technology,645,172968.73
2025-04-15,Breakroom,2328,47454.97
2025-04-15,Furniture,682,401281.11
2025-04-15,Office Supplies,3508,113263.67
2025-04-15,Shipping,1522,57795.93
2025-04-15,Technology,629,183785.13999999998
2025-04-16,Breakroom,2334,45931.78
2025-04-16,Furniture,681,394466.05
2025-04-16,Office Supplies,3661,115285.81
2025-04-16,Shipping,1581,61521.91
2025-04-16,Technology,677,183837.66
2025-04-17,Breakroom,2302,46130.18
2025-04-17,Furniture,715,417392.36
2025-04-17,Office Supplies,3547,112620.53
2025-04-17,Shipping,1540,58347.43
2025-04-17,Technology,626,166291.33
2025-04-18,Breakroom,2241,44659.3
2025-04-18,Furniture,687,402812.85
2025-04-18,Office Supplies,3656,116388.54
2025-04-18,Shipping,1412,52810.27
2025-04-18,Technology,653,180189.8
2025-04-19,Breakroom,1332,26638.23
2025-04-19,Furniture,410,236745.63
2025-04-19,Office Supplies,2127,66066.58
2025-04-19,Shipping,884,34005.6
2025-04-19,Technology,378,95224.99
2025-04-20,Breakroom,1269,25990.18
2025-04-20,Furniture,406,218945.06
2025-04-20,Office Supplies,2106,65105.14
2025-04-20,Shipping,817,32323.61
2025-04-20,Technology,400,118335.25
2025-04-21,Breakroom,2159,44634.77
2025-04-21,Furniture,668,394576.96
2025-04-21,Office Supplies,3421,110576.48
2025-04-21,Shipping,1516,58319.38
2025-04-21,Technology,633,162321.61
2025-04-22,Breakroom,2279,47299.79
2025-04-22,Furniture,713,405878.42
2025-04-22,Office Supplies,3632,113014.08
2025-04-22,Shipping,1448,57697.58
2025-04-22,Technology,649,182346.69
2025-04-23,Breakroom,2464,48700.08
2025-04-23,Furniture,715,432412.89
2025-04-23,Office Supplies,3490,106080.94
2025-04-23,Shipping,1499,58180.89
2025-04-23,Technology,647,176589.37
2025-04-24,Breakroom,2323,47809.28
2025-04-24,Furniture,682,402541.64
2025-04-24,Office Supplies,3528,114151.24
2025-04-24,Shipping,1485,55514.2
2025-04-24,Technology,667,194877.71
2025-04-25,Breakroom,2387,48508.39
2025-04-25,Furniture,741,439405.81
2025-04-25,Office Supplies,3532,110583.64
2025-04-25,Shipping,1442,55970.39
2025-04-25,Technology,630,189935.38
2025-04-26,Breakroom,1408,28441.93
2025-04-26,Furniture,384,230848.69999999998
2025-04-26,Office Supplies,2107,65893.41
2025-04-26,Shipping,894,33329.5
2025-04-26,Technology,351,91605.18
2025-04-27,Breakroom,1413,28064.93
2025-04-27,Furniture,410,236998.58
2025-04-27,Office Supplies,2068,63339.97
2025-04-27,Shipping,865,33979.909999999996
2025-04-27,Technology,360,106224.4
2025-04-28,Breakroom,2319,46306.29
2025-04-28,Furniture,718,427635.14
2025-04-28,Office Supplies,3590,110896.43000000001
2025-04-28,Shipping,1515,59385.34
2025-04-28,Technology,602,179921.99
2025-04-29,Breakroom,2239,46073.3
2025-04-29,Furniture,704,402446.85
2025-04-29,Office Supplies,3357,109858.18
2025-04-29,Shipping,1473,54888.64
2025-04-29,Technology,619,168358.69
2025-04-30,Breakroom,2430,48414.87
2025-04-30,Furniture,630,377361.13
2025-04-30,Office Supplies,3453,110289.11
2025-04-30,Shipping,1452,55300.13
2025-04-30,Technology,621,180996.94
2025-05-01,Breakroom,2252,45483.78
2025-05-01,Furniture,668,384684.06
2025-05-01,Office Supplies,3499,111924.23
2025-05-01,Shipping,1446,55711.38
2025-05-01,Technology,685,196603.78
2025-05-02,Breakroom,2340,46274.9
2025-05-02,Furniture,708,399838.83
2025-05-02,Office Supplies,3522,114450.90000000001
2025-05-02,Shipping,1536,58745.42
2025-05-02,Technology,635,183374.41
2025-05-03,Breakroom,1337,27385.62
2025-05-03,Furniture,390,224020.13999999998
2025-05-03,Office Supplies,2050,63517.39
2025-05-03,Shipping,884,33391.63
2025-05-03,Technology,393,118458.37
2025-05-04,Breakroom,1382,28044.37
2025-05-04,Furniture,378,216620.09
2025-05-04,Office Supplies,1925,62400.17
2025-05-04,Shipping,832,31971.8
2025-05-04,Technology,384,106048.1
2025-05-05,Breakroom,2225,45648.67
2025-05-05,Furniture,708,390566.29
2025-05-05,Office Supplies,3494,107662.69
2025-05-05,Shipping,1448,58291.15
2025-05-05,Technology,609,189411.91
2025-05-06,Breakroom,2381,49541.96
2025-05-06,Furniture,713,400849.77
2025-05-06,Office Supplies,3648,115963.03
2025-05-06,Shipping,1659,62438.83
2025-05-06,Technology,621,167001.26
2025-05-07,Breakroom,2316,48011.51
2025-05-07,Furniture,708,409788.23
2025-05-07,Office Supplies,3750,119757.19
2025-05-07,Shipping,1346,52401.75
2025-05-07,Technology,627,190173.54
2025-05-08,Breakroom,2456,50254.630000000005
2025-05-08,Furniture,662,392535.93
2025-05-08,Office Supplies,3723,116444.54
2025-05-08,Shipping,1495,56811.57
2025-05-08,Technology,636,181450.13
2025-05-09,Breakroom,2242,46547.05
2025-05-09,Furniture,686,395260.34
2025-05-09,Office Supplies,3657,115281.34
2025-05-09,Shipping,1417,57002.95
2025-05-09,Technology,641,177907.65
2025-05-10,Breakroom,1328,26399.05
2025-05-10,Furniture,386,224462.93
2025-05-10,Office Supplies,2055,63613.48
2025-05-10,Shipping,860,32459.59
2025-05-10,Technology,360,105932.64
2025-05-11,Breakroom,1402,29267.88
2025-05-11,Furniture,404,230356.09
2025-05-11,Office Supplies,2075,66383.8
2025-05-11,Shipping,901,35112.659999999996
2025-05-11,Technology,350,101109.95
2025-05-12,Breakroom,2273,45346.58
2025-05-12,Furniture,644,372909.28
2025-05-12,Office Supplies,3379,107661.89
2025-05-12,Shipping,1504,58006.57
2025-05-12,Technology,654,196720.41
2025-05-13,Breakroom,2273,46267.79
2025-05-13,Furniture,704,397905.51
2025-05-13,Office Supplies,3371,106518.28
2025-05-13,Shipping,1377,53337.03
2025-05-13,Technology,620,187471.35
2025-05-14,Breakroom,2319,47059.03
2025-05-14,Furniture,685,392441.64
2025-05-14,Office Supplies,3391,107916.0
2025-05-14,Shipping,1403,56803.44
2025-05-14,Technology,656,189394.08
2025-05-15,Breakroom,2389,49285.96
2025-05-15,Furniture,681,404333.2
2025-05-15,Office Supplies,3545,111670.61
2025-05-15,Shipping,1460,56901.51
2025-05-15,Technology,624,164681.19
2025-05-16,Breakroom,2289,46784.659999999996
2025-05-16,Furniture,717,431417.39
2025-05-16,Office Supplies,3443,109948.21
2025-05-16,Shipping,1536,60738.35
2025-05-16,Technology,635,178382.62
2025-05-17,Breakroom,1333,27226.91
2025-05-17,Furniture,401,227223.13
2025-05-17,Office Supplies,1986,62901.01
2025-05-17,Shipping,873,33160.51
2025-05-17,Technology,381,108501.17
2025-05-18,Breakroom,1416,28553.420000000002
2025-05-18,Furniture,430,250304.27
2025-05-18,Office Supplies,2060,65296.8
2025-05-18,Shipping,878,34246.69
2025-05-18,Technology,351,103938.45
2025-05-19,Breakroom,2327,47227.87
2025-05-19,Furniture,712,422114.9
2025-05-19,Office Supplies,3688,115612.78
2025-05-19,Shipping,1489,57161.13
2025-05-19,Technology,655,186320.22999999998
2025-05-20,Breakroom,2293,46389.84
2025-05-20,Furniture,690,391017.07
2025-05-20,Office Supplies,3495,110949.33
2025-05-20,Shipping,1579,62885.94
2025-05-20,Technology,623,169000.21
2025-05-21,Breakroom,2226,45825.53
2025-05-21,Furniture,713,421130.82
2025-05-21,Office Supplies,3496,111849.42
2025-05-21,Shipping,1485,57431.33
2025-05-21,Technology,631,174520.36
2025-05-22,Breakroom,2295,45834.5
2025-05-22,Furniture,710,405853.68
2025-05-22,Office Supplies,3597,114345.87
2025-05-22,Shipping,1503,57942.85
2025-05-22,Technology,632,186702.8
2025-05-23,Breakroom,2406,49077.85
2025-05-23,Furniture,679,392973.1
2025-05-23,Office Supplies,3488,110030.01000000001
2025-05-23,Shipping,1395,55685.9
2025-05-23,Technology,629,183557.31
2025-05-24,Breakroom,1291,26085.45
2025-05-24,Furniture,403,236018.89
2025-05-24,Office Supplies,2080,65671.09
2025-05-24,Shipping,805,31324.48
2025-05-24,Technology,362,101289.16
2025-05-25,Breakroom,1320,26782.74
2025-05-25,Furniture,403,234829.87
2025-05-25,Office Supplies,1995,62964.08
2025-05-25,Shipping,914,34997.37
2025-05-25,Technology,342,99983.07
2025-05-26,Breakroom,2367,47327.78
2025-05-26,Furniture,713,408702.71
2025-05-26,Office Supplies,3504,108989.5
2025-05-26,Shipping,1390,55384.07
2025-05-26,Technology,631,177024.65
2025-05-27,Breakroom,2290,47168.81
2025-05-27,Furniture,683,401917.1
2025-05-27,Office Supplies,3303,103644.07
2025-05-27,Shipping,1537,61207.17
2025-05-27,Technology,681,183385.99
2025-05-28,Breakroom,2389,47269.72
2025-05-28,Furniture,739,416989.33
2025-05-28,Office Supplies,3446,108562.76
2025-05-28,Shipping,1457,56205.67
2025-05-28,Technology,683,180036.84
2025-05-29,Breakroom,2328,46516.04
2025-05-29,Furniture,687,397274.04
2025-05-29,Office Supplies,3409,110278.63
2025-05-29,Shipping,1488,56991.479999999996
2025-05-29,Technology,674,181391.95
2025-05-30,Breakroom,2176,42904.27
2025-05-30,Furniture,666,396413.83
2025-05-30,Office Supplies,3591,114028.38
2025-05-30,Shipping,1537,59980.799999999996
2025-05-30,Technology,622,166312.29
2025-05-31,Breakroom,1335,26072.54
2025-05-31,Furniture,398,227185.07
2025-05-31,Office Supplies,2054,64821.51
2025-05-31,Shipping,888,33485.79
2025-05-31,Technology,381,104336.35
2025-06-01,Breakroom,1468,30237.14
2025-06-01,Furniture,377,220125.03
2025-06-01,Office Supplies,1983,63525.13
2025-06-01,Shipping,887,34093.24
2025-06-01,Technology,358,98280.82
2025-06-02,Breakroom,2314,47493.1
2025-06-02,Furniture,725,427790.92
2025-06-02,Office Supplies,3562,111436.34
2025-06-02,Shipping,1543,58831.7
2025-06-02,Technology,573,182057.77
2025-06-03,Breakroom,2419,48276.81
2025-06-03,Furniture,673,377569.2
2025-06-03,Office Supplies,3487,109789.48
2025-06-03,Shipping,1495,58195.57
2025-06-03,Technology,636,183617.73
2025-06-04,Breakroom,2304,46475.26
2025-06-04,Furniture,738,434444.24
2025-06-04,Office Supplies,3504,112328.18000000001
2025-06-04,Shipping,1451,56724.67
2025-06-04,Technology,614,175405.7
2025-06-05,Breakroom,2295,47256.84
2025-06-05,Furniture,684,402210.81
2025-06-05,Office Supplies,3467,109630.92
2025-06-05,Shipping,1484,57814.75
2025-06-05,Technology,591,176164.29
2025-06-06,Breakroom,2391,48918.16
2025-06-06,Furniture,719,408932.58
2025-06-06,Office Supplies,3525,110288.81
2025-06-06,Shipping,1506,59009.79
2025-06-06,Technology,649,190371.23
2025-06-07,Breakroom,1431,28273.68
2025-06-07,Furniture,392,226145.23
2025-06-07,Office Supplies,2154,66944.27
2025-06-07,Shipping,815,31153.78
2025-06-07,Technology,339,111988.02
2025-06-08,Breakroom,1372,27158.2
2025-06-08,Furniture,411,236072.53
2025-06-08,Office Supplies,2055,64170.67
2025-06-08,Shipping,838,32441.06
2025-06-08,Technology,370,113271.64
2025-06-09,Breakroom,2440,47644.77
2025-06-09,Furniture,671,397913.69
2025-06-09,Office Supplies,3581,113493.68000000001
2025-06-09,Shipping,1518,57094.89
2025-06-09,Technology,655,181649.42
2025-06-10,Breakroom,2439,48657.46
2025-06-10,Furniture,736,428263.17
2025-06-10,Office Supplies,3478,109053.69
2025-06-10,Shipping,1492,57598.98
2025-06-10,Technology,619,188051.87
2025-06-11,Breakroom,2390,48878.32
2025-06-11,Furniture,666,398032.46
2025-06-11,Office Supplies,3652,114986.95
2025-06-11,Shipping,1399,54574.78
2025-06-11,Technology,604,195890.01
2025-06-12,Breakroom,2307,45793.01
2025-06-12,Furniture,699,409966.37
2025-06-12,Office Supplies,3410,109074.16
2025-06-12,Shipping,1427,55703.41
2025-06-12,Technology,679,176551.52
2025-06-13,Breakroom,2358,48395.71
2025-06-13,Furniture,687,402069.99
2025-06-13,Office Supplies,3514,109597.9
2025-06-13,Shipping,1544,59393.25
2025-06-13,Technology,655,190280.30000000002
2025-06-14,Breakroom,1407,28577.37
2025-06-14,Furniture,368,214599.23
2025-06-14,Office Supplies,2128,65057.17
2025-06-14,Shipping,817,32180.6
2025-06-14,Technology,362,102601.84
2025-06-15,Breakroom,1356,27812.49
2025-06-15,Furniture,419,240442.37
2025-06-15,Office Supplies,2160,68367.08
2025-06-15,Shipping,812,31169.2
2025-06-15,Technology,359,96959.85
2025-06-16,Breakroom,2324,47449.77
2025-06-16,Furniture,616,347514.94
2025-06-16,Office Supplies,3440,107817.74
2025-06-16,Shipping,1427,57742.35
2025-06-16,Technology,656,161999.77
2025-06-17,Breakroom,2238,43496.95
2025-06-17,Furniture,695,407165.88
2025-06-17,Office Supplies,3489,105449.47
2025-06-17,Shipping,1438,56744.82
2025-06-17,Technology,687,183355.24
2025-06-18,Breakroom,2438,49504.28
2025-06-18,Furniture,676,392234.19
2025-06-18,Office Supplies,3522,112562.97
2025-06-18,Shipping,1441,56804.4
2025-06-18,Technology,604,165726.77
2025-06-19,Breakroom,2367,46804.32
2025-06-19,Furniture,715,397320.64
2025-06-19,Office Supplies,3526,112975.85
2025-06-19,Shipping,1528,59240.09
2025-06-19,Technology,699,191627.8
2025-06-20,Breakroom,2402,48824.33
2025-06-20,Furniture,724,410411.13
2025-06-20,Office Supplies,3490,108389.11
2025-06-20,Shipping,1408,54935.44
2025-06-20,Technology,596,167961.28
2025-06-21,Breakroom,1384,27507.22
2025-06-21,Furniture,370,215854.13999999998
2025-06-21,Office Supplies,2120,66408.22
2025-06-21,Shipping,860,33712.93
2025-06-21,Technology,359,108392.78
2025-06-22,Breakroom,1383,28193.53
2025-06-22,Furniture,407,234334.94
2025-06-22,Office Supplies,2089,64507.3
2025-06-22,Shipping,903,34075.28
2025-06-22,Technology,348,91937.66
2025-06-23,Breakroom,2353,48964.43
2025-06-23,Furniture,679,387979.48
2025-06-23,Office Supplies,3700,115718.65
2025-06-23,Shipping,1452,53849.07
2025-06-23,Technology,644,184759.04
2025-06-24,Breakroom,2243,45598.63
2025-06-24,Furniture,691,399798.42
2025-06-24,Office Supplies,3544,111855.54
2025-06-24,Shipping,1510,57933.06
2025-06-24,Technology,615,187008.64
2025-06-25,Breakroom,2357,47515.72
2025-06-25,Furniture,706,419165.09
2025-06-25,Office Supplies,3420,107488.86
2025-06-25,Shipping,1576,58909.59
2025-06-25,Technology,653,181506.23
2025-06-26,Breakroom,2362,47692.89
2025-06-26,Furniture,684,392694.04
2025-06-26,Office Supplies,3481,112695.44
2025-06-26,Shipping,1465,54776.81
2025-06-26,Technology,632,172888.28
2025-06-27,Breakroom,2383,47086.68
2025-06-27,Furniture,737,426580.09
2025-06-27,Office Supplies,3510,113722.8
2025-06-27,Shipping,1489,58598.15
2025-06-27,Technology,604,160862.99
2025-06-28,Breakroom,1361,28057.48
2025-06-28,Furniture,393,229966.72
2025-06-28,Office Supplies,2092,64042.33
2025-06-28,Shipping,907,34610.12
2025-06-28,Technology,366,98253.1
2025-06-29,Breakroom,1380,28142.26
2025-06-29,Furniture,377,220316.2
2025-06-29,Office Supplies,2068,65573.6
2025-06-29,Shipping,898,35292.18
2025-06-29,Technology,368,105497.73
2025-06-30,Breakroom,2317,47283.69
2025-06-30,Furniture,702,398772.72
2025-06-30,Office Supplies,3709,115283.9
2025-06-30,Shipping,1446,56982.2
2025-06-30,Technology,616,164103.33
2025-07-01,Breakroom,2313,47186.25
2025-07-01,Furniture,689,394607.03
2025-07-01,Office Supplies,3533,112180.47
2025-07-01,Shipping,1420,52711.9
2025-07-01,Technology,624,191258.05
2025-07-02,Breakroom,2277,47153.54
2025-07-02,Furniture,707,412208.4
2025-07-02,Office Supplies,3448,111167.3
2025-07-02,Shipping,1592,61561.95
2025-07-02,Technology,640,172862.19
2025-07-03,Breakroom,2391,48074.73
2025-07-03,Furniture,658,385016.5
2025-07-03,Office Supplies,3635,114287.08
2025-07-03,Shipping,1365,51109.76
2025-07-03,Technology,681,202464.72
2025-07-04,Breakroom,2407,49150.32
2025-07-04,Furniture,708,419651.25
2025-07-04,Office Supplies,3653,113247.13
2025-07-04,Shipping,1581,61374.88
2025-07-04,Technology,673,177859.81
2025-07-05,Breakroom,1384,27519.03
2025-07-05,Furniture,386,221300.12
2025-07-05,Office Supplies,2113,64534.69
2025-07-05,Shipping,877,32482.760000000002
2025-07-05,Technology,396,116378.97
2025-07-06,Breakroom,1371,28084.23
2025-07-06,Furniture,399,231474.78
2025-07-06,Office Supplies,2055,65812.06
2025-07-06,Shipping,874,34372.06
2025-07-06,Technology,371,109743.81
2025-07-07,Breakroom,2282,45414.89
2025-07-07,Furniture,683,397693.32
2025-07-07,Office Supplies,3497,107407.24
2025-07-07,Shipping,1502,58154.63
2025-07-07,Technology,633,165050.99
2025-07-08,Breakroom,2162,42676.38
2025-07-08,Furniture,699,407894.03
2025-07-08,Office Supplies,3540,112258.65
2025-07-08,Shipping,1496,57678.02
2025-07-08,Technology,656,165113.73
2025-07-09,Breakroom,2402,48059.54
2025-07-09,Furniture,690,404452.65
2025-07-09,Office Supplies,3394,108257.91
2025-07-09,Shipping,1500,58644.73
2025-07-09,Technology,581,153605.4
2025-07-10,Breakroom,2272,45300.28
2025-07-10,Furniture,687,400634.96
